,essentiality,mutation,expression,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31
e17,0.0012488168385148928,-0.02651573546644008,-0.11222307880103048,0.008535924748385007,-0.0833528615510014,0.174010863869707,0.16092927315161704,0.06378720117555334,-0.08731875620177801,-0.06277434957271015,0.10016812830339604,0.20414457546931009,-0.2705162885269638,0.10369371253619813,0.15006285628581842,0.052761389122334496,-0.034274885583524026,-0.21606031102549564,0.048713637330147226,0.0312969563192321,1.0,-0.011683580223162755,0.056434186478605125,0.1655186996263745,-0.0207199663078917,0.03671580731961686,0.16195870501812437,0.052032933339746054,0.04535115036653773,-0.05935750212632389,-0.029942421553836498,-0.16986141557481624,-0.023534054722464105,-0.017198036694275123,0.023954177720175777
e18,0.15196953056523477,0.0886619473209819,0.05174455600156284,0.18853413066260302,0.1604696296399425,-0.12110783056742472,0.2281278477552095,0.1954802169609769,0.10358726977481217,-0.04342184367469269,-0.034012006135963224,-0.0055952852564751625,0.03260814192199429,-0.04103514003361617,-0.14412520756971303,0.07884552953058868,-0.21619535790587474,-0.01139630500597396,0.024710304190883135,-0.0456317491798465,-0.011683580223162755,1.0,0.045040080572487394,0.012156608184321906,-0.2539089395465867,-0.1599593277272635,0.02734672432210769,0.1462636185982463,0.03554786380389218,0.05235768817966424,-0.20321441951357808,0.00716912881472631,0.0093978769668496,-0.25657793483323543,-0.0003582476053542831
e19,0.11210507806032166,0.1406155045530979,0.06369336070135179,0.06534587252688281,0.09662283127619935,0.20962180545148945,0.2326988903880035,0.0025882139638727444,0.04481811387476965,0.11735263816042607,0.20831694819363722,-0.010381143557238614,-0.06635152563739091,-0.1050756173933294,-0.038061324193515725,0.14271265770235514,-0.019755795498268565,-0.10016460025110874,-0.04109682557562625,0.027179118107166722,0.056434186478605125,0.045040080572487394,1.0,0.04136623903930661,-0.02150657958020291,-0.06934915187521516,0.12790662463801866,-0.042315522417529006,0.01935396141734675,0.0741768563566959,0.14773647759259634,0.09226076641319536,-0.02936972216034507,-0.00617940731252911,0.015948410066624816
e20,-0.08277092819366381,0.08801405730519807,-0.10678854936718873,0.006419457255827141,-0.03592300809015613,0.023220690903383898,0.03901894516615702,-0.16017254548814322,-0.07412197378546403,-0.13179621527004315,-0.08831161023470566,0.03027328324659282,0.017607322401328448,0.021879540587472913,-0.03233896577124805,0.06115867565460399,-0.07594126220104899,0.1042368110963731,0.08238720358032442,-0.04985599851157328,0.1655186996263745,0.012156608184321906,0.04136623903930661,1.0,0.03535847226159859,-0.06579603934205464,0.003071699514995643,0.0055439782001174545,-0.021082121666227895,0.0943339005639821,-0.0843324735222049,0.09512464308134708,-0.004575504115955531,0.0006366156770822775,-0.14907061926651952
e21,-0.01609006826102693,-0.08555933745573108,-0.17591912941143178,-0.147665109682874,-0.13935164207893724,-0.036892921872785076,-0.09442668992122477,-0.19118825433871328,-0.012468231708551871,0.2561283375691055,-0.04463528799032016,-0.11983907651728398,-0.031462141942244996,0.07762132702861424,0.08099466710374437,-0.04052368319799113,0.24080625961908425,-0.09626569113120431,-0.11340590257386444,-0.02912138208521496,-0.0207199663078917,-0.2539089395465867,-0.02150657958020291,0.03535847226159859,1.0,0.13108982959032828,-0.10307563890970212,-0.056269507123185035,0.013112647070735709,-0.06264172328425913,0.19516788149794456,-0.006258258490107534,-0.03743692222210972,0.2629114848069095,-0.20677419262975638
e22,-0.14704694617352093,-0.04329968897820363,0.08038502526744129,-0.1729378929902189,-0.11520783550353375,0.022001899136307488,-0.08875630303153034,0.00882060534416071,0.04678031213928434,-0.0596155720317531,0.07353536785403293,-0.16410994676596263,-0.09644761522650412,-0.016934113069804177,0.10684625665741886,-0.037203849279074955,-0.012192078557542372,0.09397218818978958,-0.021085001063161947,-0.0330415069814301,0.03671580731961686,-0.1599593277272635,-0.06934915187521516,-0.06579603934205464,0.13108982959032828,1.0,-0.024069147926327937,-0.14547001250480954,-0.10347297986573784,-0.1279007867398392,0.23486394374860775,-0.08492322451955206,-0.19380716077539945,0.05151475263765416,-0.09397386520119075
e23,0.07490310051416632,0.05941141360161972,-0.07940181447365,-0.03852503366679492,0.02485971641420789,0.20170183433405559,0.20800530884854498,0.02275753516028432,0.1119883216723031,-0.011435398356655394,0.2079965757325692,-0.10100769400174157,-0.135600673842166,-0.1597095954162532,-0.04641678036593022,0.11790565640124745,0.05713304142787712,0.03101665810230656,0.10711639788076385,0.05755582233045098,0.16195870501812437,0.02734672432210769,0.12790662463801866,0.003071699514995643,-0.10307563890970212,-0.024069147926327937,1.0,-0.030859762611125736,-0.03818268602802698,0.09530534897025172,-0.07605909598327293,-0.023400748136935257,-0.03617728098863936,0.011233524154026852,0.16884040040703913
e24,0.13484549188232595,0.08478660438514729,0.02829107778187316,0.050112264838703145,0.04388791045645086,-0.022444709250521458,0.22785544414855916,0.15485917217654563,0.10444137484558838,0.02161930322391203,0.05247015868957696,0.10126331167351815,0.06333469287276483,0.034148603460845264,-0.06319402958627812,0.005130215189040319,-0.059770331706526805,-0.08039176568417003,0.0793246485237237,-0.11758047439804784,0.052032933339746054,0.1462636185982463,-0.042315522417529006,0.0055439782001174545,-0.056269507123185035,-0.14547001250480954,-0.030859762611125736,1.0,-0.040097089467608996,0.16215391863773515,-0.15910232743869102,-0.05675951086956521,0.11717838718332961,-0.13243550467284987,0.16926965204228347
e25,0.24899540422179955,0.05569567696809973,-0.24777831437383246,0.1912644476114295,-0.00923544417387254,0.1867847862791357,0.003000996081488832,0.055458276589173974,0.06931164061076123,0.19471649647637757,2.2070102873573277e-05,-0.13353100446021748,0.013690662273951519,-0.1696183913094105,-0.17335784195844556,0.030269059076365405,0.06227467927947996,-0.11253577096960368,0.09235899814706061,-0.0793866979455661,0.04535115036653773,0.03554786380389218,0.01935396141734675,-0.021082121666227895,0.013112647070735709,-0.10347297986573784,-0.03818268602802698,-0.040097089467608996,1.0,-0.0446303993438772,-0.1251204600453616,-0.01783916131710577,-0.20007206402766248,-0.04176914893886313,0.11749001070755959
e26,0.12118978895001585,0.0024365015487234007,-0.17577778709512434,-0.13332958906259493,0.007454932691723539,-0.10116746888985642,0.0957611638332557,0.05610860895384864,0.10271433787792875,0.008966109814503556,0.06597226792693546,0.11787754272898485,-0.09782205263664162,-0.1565212961462911,-0.07020985424556003,0.0629611148518661,-0.0513726021901136,0.10822396898604728,0.06963060501508678,0.018840305481865494,-0.05935750212632389,0.05235768817966424,0.0741768563566959,0.0943339005639821,-0.06264172328425913,-0.1279007867398392,0.09530534897025172,0.16215391863773515,-0.0446303993438772,1.0,-0.07133788172576497,0.002264835538972481,0.1810829158735141,-0.06848292802393632,0.10862233829813087
e27,-0.059264888943158595,0.011585252103034644,-0.09322326402462597,-0.16842709620096796,-0.15209126485895386,0.03878816624815212,-0.09129420665336871,-0.12297988155869667,0.14967203352504,0.046198167691014765,-0.06817749045685588,-0.13181122926834207,-0.04979760370891638,0.13569529841943256,0.12563492284481886,-0.11174082010287359,0.10843815181952574,-0.05630891689111196,0.04536746167554323,-0.01961525877868006,-0.029942421553836498,-0.20321441951357808,0.14773647759259634,-0.0843324735222049,0.19516788149794456,0.23486394374860775,-0.07605909598327293,-0.15910232743869102,-0.1251204600453616,-0.07133788172576497,1.0,0.09177903697778497,-0.033920672298049855,0.11446001498552075,-0.09488899133776149
e28,0.057952861637843696,0.049252294474903875,-0.009750250599228507,-0.0747584787165104,0.14115348008343293,0.01647935820457261,-0.05212686179907251,-0.12646433154958384,0.04743308091674935,0.0270022566877949,-0.31981684820578765,-0.262008683122051,0.21028026973937344,-0.010282231526295538,-0.0055358304560458454,-0.06419525285534923,0.05065137654158482,0.028920552059496566,0.07719878343897452,0.09138024050241997,-0.16986141557481624,0.00716912881472631,0.09226076641319536,0.09512464308134708,-0.006258258490107534,-0.08492322451955206,-0.023400748136935257,-0.05675951086956521,-0.01783916131710577,0.002264835538972481,0.09177903697778497,1.0,-0.020170871640914523,0.045176092525465256,-0.15429397187177255
e29,-0.008455564813228993,-0.038891549703107604,0.05541777043394874,-0.040899571064782,0.07332357397075798,-0.1260200659160406,0.1332666062098783,0.12942631338470262,-0.0022897692179178215,-0.01244706339482797,-0.045061169781899925,0.15256339103096334,-0.0604744866446609,0.05569728235556185,0.047686056504526037,-0.18435698003786882,-0.11614753143921751,0.10345247602822948,0.04693877389583038,-0.05468270627873069,-0.023534054722464105,0.0093978769668496,-0.02936972216034507,-0.004575504115955531,-0.03743692222210972,-0.19380716077539945,-0.03617728098863936,0.11717838718332961,-0.20007206402766248,0.1810829158735141,-0.033920672298049855,-0.020170871640914523,1.0,0.008232860310645795,0.017669878090763654
e30,-0.03380479049177512,0.024125418001045694,0.004377335243335475,0.017543959847917213,0.10344135396205018,0.05217234677811304,-0.09745535669083251,-0.14163275728519065,-0.06653928763087018,0.19709752042789735,-0.013688178398574351,-0.17101415524189464,0.059966557861323176,0.0414065031337964,0.05895065283206091,-0.09010757869929731,0.2978348517142221,-0.038972732427451855,-0.06905613368502056,0.053201335660476703,-0.017198036694275123,-0.25657793483323543,-0.00617940731252911,0.0006366156770822775,0.2629114848069095,0.05151475263765416,0.011233524154026852,-0.13243550467284987,-0.04176914893886313,-0.06848292802393632,0.11446001498552075,0.045176092525465256,0.008232860310645795,1.0,-0.05236703830926875
e31,0.0589872373678684,0.027175073146645697,0.13077906803342887,-0.06498143896437901,-0.05220438402421984,0.09039248078714485,0.09731230445414228,0.1513223076689415,-0.05613425457159636,0.002934849056317204,0.20980072358295704,0.21586349949879508,-0.13293065019946942,-0.037695846454101775,-0.12806722221097183,0.14710033654138233,0.012707601354772079,-0.10251444128308458,-0.010916584820072498,0.11153911992973006,0.023954177720175777,-0.0003582476053542831,0.015948410066624816,-0.14907061926651952,-0.20677419262975638,-0.09397386520119075,0.16884040040703913,0.16926965204228347,0.11749001070755959,0.10862233829813087,-0.09488899133776149,-0.15429397187177255,0.017669878090763654,-0.05236703830926875,1.0
